"","Id","Position","First.Name","Nickname","Last.Name","FPPG","Played","Salary","Game","Team","Opponent","Injury.Indicator","Injury.Details","X","X.1"
"373","20431-22800","RB","Derrick","Derrick Coleman","Coleman",0.740000009536743,5,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"374","20431-41235","K","Jake","Jake Elliott","Elliott",0,0,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"375","20431-45335","TE","Michael","Michael Roberts","Roberts",0,0,4500,"ARI@DET","DET","ARI","","",NA,NA
"376","20431-6427","K","Connor","Connor Barth","Barth",5.625,16,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"377","20431-53532","WR","Roger","Roger Lewis","Lewis",2.80000008477105,9,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"378","20431-41247","RB","William","William Stanback","Stanback",0,0,4500,"SEA@GB","GB","SEA","","",NA,NA
"379","20431-31018","RB","Blake","Blake Sims","Sims",0,0,4500,"TB@MIA","TB","MIA","","",NA,NA
"380","20431-24882","K","Roberto","Roberto Aguayo","Aguayo",6.375,16,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"381","20431-31036","WR","Kevin","Kevin Norwood","Norwood",0,1,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"382","20431-22849","TE","Cory","Cory Harkey","Harkey",0.849999984105428,6,4500,"IND@LA","LA","IND","","",NA,NA
"383","20431-43334","RB","J.D.","J.D. McKissic","McKissic",2.79999995231628,1,4500,"SEA@GB","SEA","GB","","",NA,NA
"384","20431-55633","WR","Travis","Travis Rudolph","Rudolph",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"385","20431-55635","WR","Chris","Chris Godwin","Godwin",0,0,4500,"TB@MIA","TB","MIA","","",NA,NA
"386","20431-14683","RB","Patrick","Patrick DiMarco","DiMarco",1.63333331214057,9,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"387","20431-33137","WR","Justin","Justin Hardy","Hardy",4.21538455669697,13,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"388","20431-31093","WR","Javontee","Javontee Herndon","Herndon",3.84999990463257,8,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"389","20431-31097","WR","Keon","Keon Hatcher","Hatcher",0,0,4500,"OAK@TEN","OAK","TEN","","",NA,NA
"390","20431-22920","TE","Derek","Derek Carrier","Carrier",1,2,4500,"PHI@WAS","WAS","PHI","","",NA,NA
"391","20431-53645","RB","Elijah","Elijah Hood","Hood",0,0,4500,"OAK@TEN","OAK","TEN","","",NA,NA
"392","20431-43416","WR","Trent","Trent Taylor","Taylor",0,0,4500,"CAR@SF","SF","CAR","","",NA,NA
"393","20431-80281","WR","C.J.","C.J. Board","Board",0,0,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"394","20431-41370","WR","Trevor","Trevor Davis","Davis",0.987500011920929,8,4500,"SEA@GB","GB","SEA","","",NA,NA
"395","20431-41371","RB","Khalfani","Khalfani Muhammad","Muhammad",0,0,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"396","20431-80282","RB","Dalton","Dalton Crossan","Crossan",0,0,4500,"IND@LA","IND","LA","","",NA,NA
"397","20431-29084","WR","Rashad","Rashad Ross","Ross",0.649999976158142,2,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"398","20431-80289","WR","Kendrick","Kendrick Bourne","Bourne",0,0,4500,"CAR@SF","SF","CAR","","",NA,NA
"399","20431-6567","TE","David","David Johnson","Johnson",1.22727272727273,11,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"400","20431-80294","RB","Anthony","Anthony Firkser","Firkser",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"401","20431-80297","WR","Karel","Karel Hamilton","Hamilton",0,0,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"402","20431-22959","WR","Deonte","Deonte Thompson","Thompson",3.06000010172526,15,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"403","20431-25012","WR","Justin","Justin Thomas","Thomas",0,0,4500,"IND@LA","LA","IND","","",NA,NA
"404","20431-31157","WR","Cobi","Cobi Hamilton","Hamilton",3.99090922962535,11,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"405","20431-41398","WR","Mario","Mario Alford","Alford",0,3,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"406","20431-27065","WR","Deante","Deante Burton","Burton",0,0,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"407","20431-47551","TE","Mason","Mason Schreck","Schreck",0,0,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"408","20431-31169","TE","Jeremy","Jeremy Sprinkle","Sprinkle",0,0,4500,"PHI@WAS","WAS","PHI","","",NA,NA
"409","20431-10695","RB","Darrel","Darrel Young","Young",0.688888867696126,9,4500,"CAR@SF","CAR","SF","","",NA,NA
"410","20431-39369","K","Zane","Zane Gonzalez","Gonzalez",0,0,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"411","20431-47573","RB","Jordan","Jordan Johnson","Johnson",0,0,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"412","20431-31191","WR","Mekale","Mekale McKay","McKay",0,0,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"413","20431-27096","TE","Marcus","Marcus Lucas","Lucas",0,0,4500,"SEA@GB","SEA","GB","","",NA,NA
"414","20431-23003","TE","Phillip","Phillip Supernaw","Supernaw",2.04999995231628,4,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"415","20431-25052","RB","Zach","Zach Laskey","Laskey",0,0,4500,"IND@LA","LA","IND","","",NA,NA
"416","20431-6622","WR","Eric","Eric Weems","Weems",0,15,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"417","20431-14816","TE","Kyle","Kyle Nelson","Nelson",0,16,4500,"CAR@SF","SF","CAR","","",NA,NA
"418","20431-80352","TE","Billy","Billy Brown","Brown",0,0,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"419","20431-80354","TE","Brandon","Brandon Barnes","Barnes",0,0,4500,"ARI@DET","DET","ARI","","",NA,NA
"420","20431-80356","WR","Brian","Brian Brown","Brown",0,0,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"421","20431-45551","WR","Mitch","Mitch Mathews","Mathews",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"422","20431-55792","TE","Colin","Colin Jeter","Jeter",0,0,4500,"IND@LA","IND","LA","","",NA,NA
"423","20431-6642","K","Nick","Nick Folk","Folk",7,16,4500,"TB@MIA","TB","MIA","","",NA,NA
"424","20431-14837","WR","Jeremy","Jeremy Ross","Ross",2.33999996185303,5,4500,"ARI@DET","ARI","DET","","",NA,NA
"425","20431-41469","TE","Darrell","Darrell Daniels","Daniels",0,0,4500,"IND@LA","IND","LA","","",NA,NA
"426","20431-80383","RB","Khalid","Khalid Abdullah","Abdullah",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"427","20431-41477","WR","Damore'ea","Damore'ea Stringfellow","Stringfellow",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"428","20431-23046","RB","Jamize","Jamize Olawale","Olawale",3.95384627122145,13,4500,"OAK@TEN","OAK","TEN","","",NA,NA
"429","20431-45577","RB","Algernon","Algernon Brown","Brown",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"430","20431-80395","WR","Shakeir","Shakeir Ryan","Ryan",0,0,4500,"IND@LA","LA","IND","","",NA,NA
"431","20431-80394","TE","Phazahn","Phazahn Odom","Odom",0,0,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"432","20431-6672","TE","Marcedes","Marcedes Lewis","Lewis",3.29000015258789,10,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"433","20431-80400","RB","Lenard","Lenard Tillery","Tillery",0,0,4500,"IND@LA","LA","IND","","",NA,NA
"434","20431-25111","WR","Levern","Levern Jacobs","Jacobs",0,0,4500,"PHI@WAS","WAS","PHI","","",NA,NA
"435","20431-31263","WR","Ricardo","Ricardo Louis","Louis",2.45833333333333,12,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"436","20431-39455","RB","Kerwynn","Kerwynn Williams","Williams",7.19999980926514,4,4500,"ARI@DET","ARI","DET","","",NA,NA
"437","20431-25122","WR","Amba","Amba Etta-Tawo","Etta-Tawo",0,0,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"438","20431-31269","RB","Corey","Corey Grant","Grant",3.76666683620877,9,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"439","20431-33320","RB","Senorise","Senorise Perry","Perry",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"440","20431-6702","K","Phil","Phil Dawson","Dawson",6,16,4500,"ARI@DET","ARI","DET","","",NA,NA
"441","20431-31280","K","Cody","Cody Parkey","Parkey",6.35714285714286,14,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"442","20431-45618","WR","Colby","Colby Pearson","Pearson",0,0,4500,"SEA@GB","GB","SEA","","",NA,NA
"443","20431-62002","RB","Devante","Devante Mays","Mays",0,0,4500,"SEA@GB","GB","SEA","","",NA,NA
"444","20431-29237","WR","Chris","Chris Harper","Harper",2.47499990463257,8,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"445","20431-72260","WR","Harvey","Harvey Binford","Binford",0,0,4500,"IND@LA","IND","LA","","",NA,NA
"446","20431-64070","WR","Tim","Tim White","White",0,0,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"447","20431-31308","WR","Quan","Quan Bray","Bray",0.966666698455811,6,4500,"IND@LA","IND","LA","","",NA,NA
"448","20431-6742","TE","Brent","Brent Celek","Celek",2.25,10,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"449","20431-29270","WR","Darius","Darius Powe","Powe",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"450","20431-31321","RB","Jay","Jay Prosch","Prosch",0.4,5,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"451","20431-29277","TE","Stephen","Stephen Anderson","Anderson",2.31111102634006,9,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"452","20431-64104","RB","Terrell","Terrell Watson","Watson",9.80000019073486,1,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"453","20431-29290","WR","Bryce","Bryce Treggs","Treggs",1.69999996821086,6,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"454","20431-25203","RB","Romar","Romar Morris","Morris",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"455","20431-45683","RB","Kapri","Kapri Bibbs","Bibbs",3.42499995231628,8,4500,"CAR@SF","SF","CAR","","",NA,NA
"456","20431-64119","RB","Chris","Chris Carson","Carson",0,0,4500,"SEA@GB","SEA","GB","","",NA,NA
"457","20431-6778","TE","Anthony","Anthony Fasano","Fasano",2.42999992370605,10,4500,"TB@MIA","MIA","TB","","",NA,NA
"458","20431-55940","WR","Chad","Chad Hansen","Hansen",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"459","20431-33418","TE","Alan","Alan Cross","Cross",1.42222224341498,9,4500,"TB@MIA","TB","MIA","","",NA,NA
"460","20431-6810","K","Dan","Dan Carpenter","Carpenter",6.4375,16,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"461","20431-29340","WR","Josh","Josh Huff","Huff",3.27999992370605,10,4500,"TB@MIA","TB","MIA","","",NA,NA
"462","20431-41639","WR","DeAndre","DeAndre Smelter","Smelter",2.79999995231628,1,4500,"CAR@SF","SF","CAR","","",NA,NA
"463","20431-41642","K","Harrison","Harrison Butker","Butker",0,0,4500,"CAR@SF","CAR","SF","","",NA,NA
"464","20431-27309","WR","Jordan","Jordan Westerkamp","Westerkamp",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"465","20431-62127","TE","Cole","Cole Hikutini","Hikutini",0,0,4500,"CAR@SF","SF","CAR","","",NA,NA
"466","20431-25267","WR","Mack","Mack Hollins","Hollins",0,0,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"467","20431-62136","TE","Emanuel","Emanuel Byrd","Byrd",0,0,4500,"SEA@GB","GB","SEA","","",NA,NA
"468","20431-31417","WR","James","James Wright","Wright",1.65,10,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"469","20431-31419","RB","Terrence","Terrence Magee","Magee",1.20000004768372,1,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"470","20431-70335","TE","Seth","Seth DeValve","DeValve",3.71250009536743,8,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"471","20431-39615","TE","Brandon","Brandon Williams","Williams",2.29999995231628,2,4500,"IND@LA","IND","LA","","",NA,NA
"472","20431-70342","TE","Temarrick","Temarrick Hemingway","Hemingway",0,0,4500,"IND@LA","LA","IND","","",NA,NA
"473","20431-80584","WR","Lance","Lance Lenoir","Lenoir",0,0,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"474","20431-29390","TE","Evan","Evan Baylis","Baylis",0,0,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"475","20431-33488","TE","Troy","Troy Niklas","Niklas",0.25,2,4500,"ARI@DET","ARI","DET","","",NA,NA
"476","20431-70363","TE","Hakeem","Hakeem Valles","Valles",0,2,4500,"ARI@DET","ARI","DET","","",NA,NA
"477","20431-29404","RB","Byron","Byron Marshall","Marshall",4.44999980926514,2,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"478","20431-45791","WR","Rashard","Rashard Higgins","Higgins",1.06999998092651,10,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"479","20431-70372","WR","Chester","Chester Rogers","Rogers",2.62857137407575,14,4500,"IND@LA","IND","LA","","",NA,NA
"480","20431-27381","TE","Taylor","Taylor McNamara","McNamara",0,0,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"481","20431-54010","RB","Brian","Brian Hill","Hill",0,0,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"482","20431-33531","TE","Ben","Ben Koyack","Koyack",3.51111115349664,9,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"483","20431-6910","K","Robbie","Robbie Gould","Gould",5.4,10,4500,"CAR@SF","SF","CAR","","",NA,NA
"484","20431-47870","TE","Tyler","Tyler Higbee","Higbee",1.81818181818182,11,4500,"IND@LA","LA","IND","","",NA,NA
"485","20431-66318","RB","James","James Summers","Summers",0,0,4500,"ARI@DET","ARI","DET","","",NA,NA
"486","20431-15121","WR","Chris","Chris Matthews","Matthews",2.50909094376998,11,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"487","20431-27411","RB","Aaron","Aaron Ripkowski","Ripkowski",4.20999984741211,10,4500,"SEA@GB","GB","SEA","","",NA,NA
"488","20431-29466","RB","Ricky","Ricky Ortiz","Ortiz",0,0,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"489","20431-29477","TE","Connor","Connor Hamlett","Hamlett",8.19999980926514,1,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"490","20431-70438","RB","Cedric","Cedric O'Neal","O'Neal",0,0,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"491","20431-70444","WR","Paul","Paul McRoberts","McRoberts",1.10000002384186,1,4500,"IND@LA","LA","IND","","",NA,NA
"492","20431-27441","RB","Damien","Damien Williams","Williams",5.46000010172526,15,4500,"TB@MIA","MIA","TB","","",NA,NA
"493","20431-41780","WR","Chris","Chris Thompson","Thompson",0,0,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"494","20431-70454","WR","Jace","Jace Billingsley","Billingsley",0,0,4500,"ARI@DET","DET","ARI","","",NA,NA
"495","20431-70457","TE","Cole","Cole Wick","Wick",0.933333317438761,3,4500,"ARI@DET","DET","ARI","","",NA,NA
"496","20431-70458","TE","Jason","Jason Vander Laan","Vander Laan",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"497","20431-39741","RB","Freddie","Freddie Stevenson","Stevenson",0,0,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"498","20431-70460","WR","Wendall","Wendall Williams","Williams",4.75,2,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"499","20431-70467","WR","Andy","Andy Jones","Jones",0,0,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"500","20431-45899","TE","Aaron","Aaron Peck","Peck",0,0,4500,"SEA@GB","GB","SEA","","",NA,NA
"501","20431-39757","TE","Scott","Scott Orndoff","Orndoff",0,0,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"502","20431-43855","TE","Tim","Tim Semisch","Semisch",0,0,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"503","20431-70485","WR","Marcus","Marcus Tucker","Tucker",0,0,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"504","20431-70484","RB","Brandon","Brandon Brown-Dukes","Brown-Dukes",0,0,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"505","20431-70486","WR","Chris","Chris Hubert","Hubert",0,0,4500,"ARI@DET","ARI","DET","","",NA,NA
"506","20431-70489","TE","Ben","Ben Braunecker","Braunecker",2.03333330154419,3,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"507","20431-43870","RB","Joel","Joel Bouagnon","Bouagnon",0,0,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"508","20431-70496","K","Aldrick","Aldrick Rosas","Rosas",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"509","20431-29540","RB","Terron","Terron Ward","Ward",3.34000015258789,5,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"510","20431-70506","TE","Ryan","Ryan O'Malley","O'Malley",0,0,4500,"OAK@TEN","OAK","TEN","","",NA,NA
"511","20431-29549","WR","Richard","Richard Mullaney","Mullaney",0,0,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"512","20431-31602","WR","Fred","Fred Brown","Brown",0,0,4500,"IND@LA","IND","LA","","",NA,NA
"513","20431-25463","WR","Canaan","Canaan Severin","Severin",0,0,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"514","20431-41848","WR","DeAngelo","DeAngelo Yancey","Yancey",0,0,4500,"SEA@GB","GB","SEA","","",NA,NA
"515","20431-39814","TE","Jordan","Jordan Leggett","Leggett",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"516","20431-27527","TE","Blake","Blake Jarwin","Jarwin",0,0,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"517","20431-37768","RB","Austin","Austin Johnson","Johnson",2.47999992370605,5,4500,"TB@MIA","TB","MIA","","",NA,NA
"518","20431-29583","TE","Randall","Randall Telfer","Telfer",0.279999995231628,5,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"519","20431-41876","WR","Quincy","Quincy Adeboyejo","Adeboyejo",0,0,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"520","20431-29592","TE","Xavier","Xavier Grimble","Grimble",3.66249990463257,8,4500,"PIT@CLE","PIT","CLE","","",NA,NA
"521","20431-70556","RB","Jalen","Jalen Simmons","Simmons",0,0,4500,"CAR@SF","CAR","SF","","",NA,NA
"522","20431-25513","WR","Darius","Darius Jennings","Jennings",6.23333358764648,3,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"523","20431-25515","WR","David","David Watford","Watford",0,0,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"524","20431-33708","RB","Josh","Josh Rounds","Rounds",0,0,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"525","20431-56248","WR","Noah","Noah Brown","Brown",0,0,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"526","20431-43961","RB","Tyler","Tyler Ervin","Ervin",-0.0333333338300387,12,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"527","20431-41922","WR","Johnny","Johnny Holton","Holton",1.11666663487752,6,4500,"OAK@TEN","OAK","TEN","","",NA,NA
"528","20431-43970","RB","Shane","Shane Smith","Smith",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"529","20431-39887","WR","Myles","Myles White","White",2.03333324856228,9,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"530","20431-25561","WR","Michael","Michael Campanaro","Campanaro",2.39999993642171,3,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"531","20431-29662","WR","Darreus","Darreus Rogers","Rogers",0,0,4500,"SEA@GB","SEA","GB","","",NA,NA
"532","20431-41954","WR","Victor","Victor Bolden Jr.","Bolden Jr.",0,0,4500,"CAR@SF","SF","CAR","","",NA,NA
"533","20431-72676","RB","Troymaine","Troymaine Pope","Pope",1.35000002384186,4,4500,"IND@LA","IND","LA","","",NA,NA
"534","20431-70631","RB","Kyle","Kyle Coleman","Coleman",0,0,4500,"SEA@GB","SEA","GB","","",NA,NA
"535","20431-41964","WR","Vince","Vince Mayle","Mayle",0,1,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"536","20431-48116","TE","Jonnu","Jonnu Smith","Smith",0,0,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"537","20431-39930","WR","Reggie","Reggie Davis","Davis",0,0,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"538","20431-68614","WR","Anthony","Anthony Dable","Dable",0,0,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"539","20431-23569","TE","Rico","Rico Gathers","Gathers",0,0,4500,"NYG@DAL","DAL","NYG","","",NA,NA
"540","20431-29725","TE","Levine","Levine Toilolo","Toilolo",3.45384627122145,13,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"541","20431-25635","TE","Stevie","Stevie Donatell","Donatell",0,0,4500,"SEA@GB","SEA","GB","","",NA,NA
"542","20431-46121","WR","Marquis","Marquis Bundy","Bundy",0,0,4500,"ARI@DET","ARI","DET","","",NA,NA
"543","20431-62505","TE","MyCole","MyCole Pruitt","Pruitt",1.14999997615814,2,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"544","20431-62510","TE","Nick","Nick Boyle","Boyle",1.85000002384186,4,4500,"BAL@CIN","BAL","CIN","","",NA,NA
"545","20431-33840","WR","Keyarris","Keyarris Garrett","Garrett",0,0,4500,"CAR@SF","CAR","SF","","",NA,NA
"546","20431-62515","TE","Neal","Neal Sterling","Sterling",3.4,5,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"547","20431-62517","WR","Dezmin","Dezmin Lewis","Lewis",0,1,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"548","20431-25654","RB","Tommy","Tommy Bohanon","Bohanon",1.56000003814697,5,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"549","20431-62519","WR","Tre","Tre McBride","McBride",1.43333339691162,6,4500,"OAK@TEN","TEN","OAK","","",NA,NA
"550","20431-62534","TE","Brian","Brian Parker","Parker",0.550000011920929,2,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"551","20431-44103","RB","Elijah","Elijah McGuire","McGuire",0,0,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"552","20431-27721","WR","Justin","Justin Hardee","Hardee",0,0,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"553","20431-44105","WR","Jamal","Jamal Robinson","Robinson",0,0,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"554","20431-29791","WR","Michael","Michael Rector","Rector",0,0,4500,"ARI@DET","DET","ARI","","",NA,NA
"555","20431-48224","TE","Wes","Wes Saxton","Saxton",0,1,4500,"NYJ@BUF","BUF","NYJ","","",NA,NA
"556","20431-29805","TE","Ryan","Ryan Hewitt","Hewitt",1.14999997615814,2,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"557","20431-29821","WR","Jordan","Jordan Payton","Payton",0.400000005960464,2,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"558","20431-44177","TE","D.J.","D.J. Tialavea","Tialavea",6.59999990463257,1,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"559","20431-44178","TE","Wyatt","Wyatt Houston","Houston",0,0,4500,"CAR@SF","CAR","SF","","",NA,NA
"560","20431-25751","TE","Chris","Chris Pantale","Pantale",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"561","20431-62617","TE","Khari","Khari Lee","Lee",0,1,4500,"ARI@DET","DET","ARI","","",NA,NA
"562","20431-62619","K","Andrew","Andrew Franks","Franks",5.75,16,4500,"TB@MIA","MIA","TB","","",NA,NA
"563","20431-62626","RB","Julian","Julian Howsare","Howsare",0,1,4500,"NYJ@BUF","NYJ","BUF","","",NA,NA
"564","20431-46244","RB","Donnel","Donnel Pumphrey","Pumphrey",0,0,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"565","20431-62628","WR","DeAndre","DeAndre Carter","Carter",0,0,4500,"CAR@SF","SF","CAR","","",NA,NA
"566","20431-25774","WR","Malcolm","Malcolm Lewis","Lewis",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"567","20431-79031","RB","Jacob","Jacob Huesman","Huesman",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
"568","20431-52410","WR","Josh","Josh Malone","Malone",0,0,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"569","20431-46269","WR","Larry","Larry Clark","Clark",0,0,4500,"ARI@DET","ARI","DET","","",NA,NA
"570","20431-40128","WR","Francis","Francis Owusu","Owusu",0,0,4500,"TB@MIA","MIA","TB","","",NA,NA
"571","20431-9409","TE","Clark","Clark Harris","Harris",0,16,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"572","20431-11457","WR","Arrelious","Arrelious Benn","Benn",2.23333337571886,9,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"573","20431-27847","WR","Shane","Shane Wynn","Wynn",1.45000004768372,2,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"574","20431-29895","TE","Nate","Nate Iese","Iese",0,0,4500,"PIT@CLE","CLE","PIT","","",NA,NA
"575","20431-11488","TE","Ed","Ed Dickson","Dickson",2.03333330154419,12,4500,"CAR@SF","CAR","SF","","",NA,NA
"576","20431-40164","WR","Shelton","Shelton Gibson","Gibson",0,0,4500,"PHI@WAS","PHI","WAS","","",NA,NA
"577","20431-11504","WR","Andre","Andre Roberts","Roberts",2.61249995231628,16,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"578","20431-48371","WR","Robert","Robert Davis","Davis",0,0,4500,"PHI@WAS","WAS","PHI","","",NA,NA
"579","20431-29949","WR","Marvin","Marvin Hall","Hall",0,0,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"580","20431-62718","TE","Daniel","Daniel Brown","Brown",4.39999993642171,6,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"581","20431-27907","K","Mike","Mike Meyer","Meyer",0,0,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"582","20431-29956","TE","Joshua","Joshua Perkins","Perkins",3.89999993642171,3,4500,"ATL@CHI","ATL","CHI","","",NA,NA
"583","20431-27918","TE","Henry","Henry Krieger-Coble","Krieger-Coble",1.79999995231628,1,4500,"IND@LA","IND","LA","","",NA,NA
"584","20431-34073","TE","Ryan","Ryan Griffin","Griffin",4.94999980926514,16,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"585","20431-29985","WR","Jaydon","Jaydon Mickens","Mickens",0,0,4500,"OAK@TEN","OAK","TEN","","",NA,NA
"586","20431-46374","WR","Tanner","Tanner Gentry","Gentry",0,0,4500,"ATL@CHI","CHI","ATL","","",NA,NA
"587","20431-48422","RB","Jarveon","Jarveon Williams","Williams",0,0,4500,"BAL@CIN","CIN","BAL","","",NA,NA
"588","20431-27947","WR","Riley","Riley McCarron","McCarron",0,0,4500,"JAC@HOU","HOU","JAC","","",NA,NA
"589","20431-30004","WR","Kasen","Kasen Williams","Williams",0,1,4500,"SEA@GB","SEA","GB","","",NA,NA
"590","20431-60745","K","Jason","Jason Myers","Myers",8.375,16,4500,"JAC@HOU","JAC","HOU","","",NA,NA
"591","20431-44363","WR","Jerome","Jerome Lane","Lane",0,0,4500,"NYG@DAL","NYG","DAL","","",NA,NA
